status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,reaction_components_total,reaction_count_gap,total_engagement,like_to_comment_ratio,share_to_engagement_ratio,positive_reaction_percentage,negative_reaction_percentage,posting_hour,day_of_week,month,week_number,is_weekend,time_of_day,engagement_category,engagement_outlier
1523,video,2014-01-20 09:37:00,287,9,0,287,0,0,0,0,0,287,0,296,31.88888888888889,0.0,100.0,0.0,9,Monday,2014-01,4,False,Morning,High,False
1522,video,2014-01-20 09:59:00,325,36,0,325,0,0,0,0,0,325,0,361,9.027777777777779,0.0,100.0,0.0,9,Monday,2014-01,4,False,Morning,High,False
1521,video,2014-01-21 06:47:00,254,2,0,254,0,0,0,0,0,254,0,256,127.0,0.0,100.0,0.0,6,Tuesday,2014-01,4,False,Morning,High,False
1520,video,2014-01-21 23:26:00,542,9,0,542,0,0,0,0,0,542,0,551,60.22222222222222,0.0,100.0,0.0,23,Tuesday,2014-01,4,False,Night,High,False
1519,video,2014-01-24 06:51:00,425,5,1,425,0,0,0,0,0,425,0,431,85.0,0.002320185614849188,100.0,0.0,6,Friday,2014-01,4,False,Morning,High,False
1518,video,2014-01-26 01:47:00,308,5,0,308,0,0,0,0,0,308,0,313,61.6,0.0,100.0,0.0,1,Sunday,2014-01,4,True,Overnight,High,False
1517,video,2014-01-26 04:53:00,981,32,6,981,0,0,0,0,0,981,0,1019,30.65625,0.005888125613346418,100.0,0.0,4,Sunday,2014-01,4,True,Overnight,High,False
1516,video,2014-01-26 10:14:00,543,5,0,543,0,0,0,0,0,543,0,548,108.6,0.0,100.0,0.0,10,Sunday,2014-01,4,True,Morning,High,False
1515,video,2014-01-26 10:42:00,385,12,0,385,0,0,0,0,0,385,0,397,32.083333333333336,0.0,100.0,0.0,10,Sunday,2014-01,4,True,Morning,High,False
1514,video,2014-01-26 23:53:00,340,11,0,340,0,0,0,0,0,340,0,351,30.90909090909091,0.0,100.0,0.0,23,Sunday,2014-01,4,True,Night,High,False
1513,video,2014-01-27 10:21:00,317,5,0,317,0,0,0,0,0,317,0,322,63.4,0.0,100.0,0.0,10,Monday,2014-01,5,False,Morning,High,False
1511,video,2014-01-28 00:00:00,327,9,0,327,0,0,0,0,0,327,0,336,36.333333333333336,0.0,100.0,0.0,0,Tuesday,2014-01,5,False,Overnight,High,False
1512,video,2014-01-28 00:00:00,417,6,0,417,0,0,0,0,0,417,0,423,69.5,0.0,100.0,0.0,0,Tuesday,2014-01,5,False,Overnight,High,False
1510,video,2014-01-28 03:23:00,246,17,1,246,0,0,0,0,0,246,0,264,14.470588235294118,0.003787878787878788,100.0,0.0,3,Tuesday,2014-01,5,False,Overnight,High,False
1509,video,2014-01-28 04:26:00,318,14,0,318,0,0,0,0,0,318,0,332,22.714285714285715,0.0,100.0,0.0,4,Tuesday,2014-01,5,False,Overnight,High,False
1508,video,2014-01-28 05:07:00,190,3,0,190,0,0,0,0,0,190,0,193,63.333333333333336,0.0,100.0,0.0,5,Tuesday,2014-01,5,False,Overnight,Medium,False
1507,video,2014-01-28 05:22:00,321,12,2,321,0,0,0,0,0,321,0,335,26.75,0.005970149253731343,100.0,0.0,5,Tuesday,2014-01,5,False,Overnight,High,False
1506,video,2014-01-29 05:28:00,267,9,0,267,0,0,0,0,0,267,0,276,29.666666666666668,0.0,100.0,0.0,5,Wednesday,2014-01,5,False,Overnight,High,False
1505,photo,2014-01-30 08:30:00,219,8,0,219,0,0,0,0,0,219,0,227,27.375,0.0,100.0,0.0,8,Thursday,2014-01,5,False,Morning,High,False
1504,video,2014-01-31 09:02:00,437,31,0,437,0,0,0,0,0,437,0,468,14.096774193548388,0.0,100.0,0.0,9,Friday,2014-01,5,False,Morning,High,False
1503,video,2014-02-01 01:18:00,294,25,3,294,0,0,0,0,0,294,0,322,11.76,0.009316770186335404,100.0,0.0,1,Saturday,2014-02,5,True,Overnight,High,False
1502,video,2014-02-01 11:02:00,489,23,11,489,0,0,0,0,0,489,0,523,21.26086956521739,0.021032504780114723,100.0,0.0,11,Saturday,2014-02,5,True,Morning,High,False
1501,video,2014-02-02 14:08:00,969,46,4,969,0,0,0,0,0,969,0,1019,21.065217391304348,0.003925417075564278,100.0,0.0,14,Sunday,2014-02,5,True,Afternoon,High,False
1500,video,2014-02-03 05:07:00,715,18,6,715,0,0,0,0,0,715,0,739,39.72222222222222,0.008119079837618403,100.0,0.0,5,Monday,2014-02,6,False,Overnight,High,False
1499,video,2014-02-05 12:01:00,279,10,0,279,0,0,0,0,0,279,0,289,27.9,0.0,100.0,0.0,12,Wednesday,2014-02,6,False,Afternoon,High,False
1498,video,2014-02-08 00:00:00,800,26,2,800,0,0,0,0,0,800,0,828,30.76923076923077,0.0024154589371980675,100.0,0.0,0,Saturday,2014-02,6,True,Overnight,High,False
1497,video,2014-02-10 00:00:00,906,22,3,906,0,0,0,0,0,906,0,931,41.18181818181818,0.00322234156820623,100.0,0.0,0,Monday,2014-02,7,False,Overnight,High,False
1496,video,2014-02-12 05:40:00,233,4,0,233,0,0,0,0,0,233,0,237,58.25,0.0,100.0,0.0,5,Wednesday,2014-02,7,False,Overnight,High,False
1495,video,2014-02-12 09:20:00,150,4,0,150,0,0,0,0,0,150,0,154,37.5,0.0,100.0,0.0,9,Wednesday,2014-02,7,False,Morning,Medium,False
1494,video,2014-02-12 11:54:00,412,17,0,412,0,0,0,0,0,412,0,429,24.235294117647058,0.0,100.0,0.0,11,Wednesday,2014-02,7,False,Morning,High,False
1493,video,2014-02-13 05:26:00,514,10,2,514,0,0,0,0,0,514,0,526,51.4,0.0038022813688212928,100.0,0.0,5,Thursday,2014-02,7,False,Overnight,High,False
1492,video,2014-02-13 06:53:00,424,6,0,424,0,0,0,0,0,424,0,430,70.66666666666667,0.0,100.0,0.0,6,Thursday,2014-02,7,False,Morning,High,False
1491,video,2014-02-13 12:09:00,505,21,11,505,0,0,0,0,0,505,0,537,24.047619047619047,0.020484171322160148,100.0,0.0,12,Thursday,2014-02,7,False,Afternoon,High,False
1490,video,2014-02-13 14:25:00,327,6,6,327,0,0,0,0,0,327,0,339,54.5,0.017699115044247787,100.0,0.0,14,Thursday,2014-02,7,False,Afternoon,High,False
1489,photo,2014-02-14 03:07:00,211,2,0,211,0,0,0,0,0,211,0,213,105.5,0.0,100.0,0.0,3,Friday,2014-02,7,False,Overnight,Medium,False
1488,video,2014-02-14 03:19:00,530,13,0,530,0,0,0,0,0,530,0,543,40.76923076923077,0.0,100.0,0.0,3,Friday,2014-02,7,False,Overnight,High,False
1487,video,2014-02-15 00:00:00,603,13,1,603,0,0,0,0,0,603,0,617,46.38461538461539,0.0016207455429497568,100.0,0.0,0,Saturday,2014-02,7,True,Overnight,High,False
1486,video,2014-02-15 18:46:00,621,16,8,621,0,0,0,0,0,621,0,645,38.8125,0.012403100775193798,100.0,0.0,18,Saturday,2014-02,7,True,Evening,High,False
1485,photo,2014-02-17 09:16:00,344,10,0,344,0,0,0,0,0,344,0,354,34.4,0.0,100.0,0.0,9,Monday,2014-02,8,False,Morning,High,False
1484,photo,2014-02-17 10:24:00,6,0,0,6,0,0,0,0,0,6,0,6,0.0,0.0,100.0,0.0,10,Monday,2014-02,8,False,Morning,Low,False
1483,photo,2014-02-17 10:29:00,17,2,0,17,0,0,0,0,0,17,0,19,8.5,0.0,100.0,0.0,10,Monday,2014-02,8,False,Morning,Low,False
1482,video,2014-02-20 20:12:00,469,17,0,469,0,0,0,0,0,469,0,486,27.58823529411765,0.0,100.0,0.0,20,Thursday,2014-02,8,False,Evening,High,False
1481,photo,2014-02-21 00:04:00,41,2,0,41,0,0,0,0,0,41,0,43,20.5,0.0,100.0,0.0,0,Friday,2014-02,8,False,Overnight,Medium,False
1480,video,2014-02-22 01:46:00,462,15,0,462,0,0,0,0,0,462,0,477,30.8,0.0,100.0,0.0,1,Saturday,2014-02,8,True,Overnight,High,False
1479,video,2014-02-22 23:42:00,576,17,3,576,0,0,0,0,0,576,0,596,33.88235294117647,0.0050335570469798654,100.0,0.0,23,Saturday,2014-02,8,True,Night,High,False
1478,video,2014-02-23 01:54:00,714,46,5,714,0,0,0,0,0,714,0,765,15.521739130434783,0.006535947712418301,100.0,0.0,1,Sunday,2014-02,8,True,Overnight,High,False
1477,video,2014-02-23 05:26:00,399,34,4,399,0,0,0,0,0,399,0,437,11.735294117647058,0.009153318077803204,100.0,0.0,5,Sunday,2014-02,8,True,Overnight,High,False
1476,video,2014-02-23 08:04:00,313,6,0,313,0,0,0,0,0,313,0,319,52.166666666666664,0.0,100.0,0.0,8,Sunday,2014-02,8,True,Morning,High,False
1475,video,2014-02-23 08:16:00,688,8,0,688,0,0,0,0,0,688,0,696,86.0,0.0,100.0,0.0,8,Sunday,2014-02,8,True,Morning,High,False
1474,video,2014-02-23 08:36:00,425,12,0,425,0,0,0,0,0,425,0,437,35.416666666666664,0.0,100.0,0.0,8,Sunday,2014-02,8,True,Morning,High,False
1473,video,2014-02-23 08:52:00,395,16,0,395,0,0,0,0,0,395,0,411,24.6875,0.0,100.0,0.0,8,Sunday,2014-02,8,True,Morning,High,False
1472,video,2014-02-24 06:05:00,413,7,2,413,0,0,0,0,0,413,0,422,59.0,0.004739336492890996,100.0,0.0,6,Monday,2014-02,9,False,Morning,High,False
1471,video,2014-02-25 12:09:00,109,6,3,109,0,0,0,0,0,109,0,118,18.166666666666668,0.025423728813559324,100.0,0.0,12,Tuesday,2014-02,9,False,Afternoon,Medium,False
1470,video,2014-02-28 05:55:00,849,25,1,849,0,0,0,0,0,849,0,875,33.96,0.001142857142857143,100.0,0.0,5,Friday,2014-02,9,False,Overnight,High,False
1469,video,2014-02-28 13:49:00,196,12,0,196,0,0,0,0,0,196,0,208,16.333333333333332,0.0,100.0,0.0,13,Friday,2014-02,9,False,Afternoon,Medium,False
1468,video,2014-03-02 01:42:00,718,20,0,718,0,0,0,0,0,718,0,738,35.9,0.0,100.0,0.0,1,Sunday,2014-03,9,True,Overnight,High,False
1467,photo,2014-03-02 06:52:00,164,5,0,164,0,0,0,0,0,164,0,169,32.8,0.0,100.0,0.0,6,Sunday,2014-03,9,True,Morning,Medium,False
1466,video,2014-03-02 13:40:00,350,5,0,350,0,0,0,0,0,350,0,355,70.0,0.0,100.0,0.0,13,Sunday,2014-03,9,True,Afternoon,High,False
1465,video,2014-03-02 23:37:00,396,10,0,396,0,0,0,0,0,396,0,406,39.6,0.0,100.0,0.0,23,Sunday,2014-03,9,True,Night,High,False
1464,video,2014-03-02 23:38:00,321,6,0,321,0,0,0,0,0,321,0,327,53.5,0.0,100.0,0.0,23,Sunday,2014-03,9,True,Night,High,False
1463,video,2014-03-03 10:09:00,589,18,1,589,0,0,0,0,0,589,0,608,32.72222222222222,0.001644736842105263,100.0,0.0,10,Monday,2014-03,10,False,Morning,High,False
1462,video,2014-03-04 03:17:00,244,6,0,244,0,0,0,0,0,244,0,250,40.666666666666664,0.0,100.0,0.0,3,Tuesday,2014-03,10,False,Overnight,High,False
1461,video,2014-03-04 05:50:00,461,17,1,461,0,0,0,0,0,461,0,479,27.11764705882353,0.0020876826722338203,100.0,0.0,5,Tuesday,2014-03,10,False,Overnight,High,False
1460,video,2014-03-04 10:45:00,716,28,0,716,0,0,0,0,0,716,0,744,25.571428571428573,0.0,100.0,0.0,10,Tuesday,2014-03,10,False,Morning,High,False
1459,video,2014-03-04 10:52:00,880,24,1,880,0,0,0,0,0,880,0,905,36.666666666666664,0.0011049723756906078,100.0,0.0,10,Tuesday,2014-03,10,False,Morning,High,False
1458,video,2014-03-06 05:15:00,426,9,2,426,0,0,0,0,0,426,0,437,47.333333333333336,0.004576659038901602,100.0,0.0,5,Thursday,2014-03,10,False,Overnight,High,False
1457,video,2014-03-06 05:29:00,500,16,0,500,0,0,0,0,0,500,0,516,31.25,0.0,100.0,0.0,5,Thursday,2014-03,10,False,Overnight,High,False
1456,video,2014-03-06 05:51:00,367,7,0,367,0,0,0,0,0,367,0,374,52.42857142857143,0.0,100.0,0.0,5,Thursday,2014-03,10,False,Overnight,High,False
1455,video,2014-03-06 06:16:00,782,11,0,782,0,0,0,0,0,782,0,793,71.0909090909091,0.0,100.0,0.0,6,Thursday,2014-03,10,False,Morning,High,False
1454,video,2014-03-06 06:32:00,497,8,0,497,0,0,0,0,0,497,0,505,62.125,0.0,100.0,0.0,6,Thursday,2014-03,10,False,Morning,High,False
1453,video,2014-03-06 11:15:00,405,6,1,405,0,0,0,0,0,405,0,412,67.5,0.0024271844660194173,100.0,0.0,11,Thursday,2014-03,10,False,Morning,High,False
1452,video,2014-03-07 23:42:00,306,7,1,306,0,0,0,0,0,306,0,314,43.714285714285715,0.0031847133757961785,100.0,0.0,23,Friday,2014-03,10,False,Night,High,False
1451,video,2014-03-08 08:07:00,493,17,1,493,0,0,0,0,0,493,0,511,29.0,0.0019569471624266144,100.0,0.0,8,Saturday,2014-03,10,True,Morning,High,False
1450,video,2014-03-08 08:36:00,501,4,0,501,0,0,0,0,0,501,0,505,125.25,0.0,100.0,0.0,8,Saturday,2014-03,10,True,Morning,High,False
1449,video,2014-03-08 09:25:00,551,2,0,551,0,0,0,0,0,551,0,553,275.5,0.0,100.0,0.0,9,Saturday,2014-03,10,True,Morning,High,False
1448,video,2014-03-08 10:16:00,778,24,2,778,0,0,0,0,0,778,0,804,32.416666666666664,0.0024875621890547263,100.0,0.0,10,Saturday,2014-03,10,True,Morning,High,False
1447,video,2014-03-08 23:04:00,973,8,1,973,0,0,0,0,0,973,0,982,121.625,0.0010183299389002036,100.0,0.0,23,Saturday,2014-03,10,True,Night,High,False
1446,video,2014-03-08 23:22:00,371,3,1,371,0,0,0,0,0,371,0,375,123.66666666666667,0.0026666666666666666,100.0,0.0,23,Saturday,2014-03,10,True,Night,High,False
1445,video,2014-03-09 02:14:00,2669,23,2,2669,0,0,0,0,0,2669,0,2694,116.04347826086956,0.0007423904974016332,100.0,0.0,2,Sunday,2014-03,10,True,Overnight,High,True
1444,video,2014-03-09 09:50:00,458,3,0,458,0,0,0,0,0,458,0,461,152.66666666666666,0.0,100.0,0.0,9,Sunday,2014-03,10,True,Morning,High,False
1443,video,2014-03-09 10:17:00,353,0,3,353,0,0,0,0,0,353,0,356,0.0,0.008426966292134831,100.0,0.0,10,Sunday,2014-03,10,True,Morning,High,False
1442,video,2014-03-10 04:06:00,450,4,0,450,0,0,0,0,0,450,0,454,112.5,0.0,100.0,0.0,4,Monday,2014-03,11,False,Overnight,High,False
1441,video,2014-03-10 05:42:00,685,10,2,685,0,0,0,0,0,685,0,697,68.5,0.0028694404591104736,100.0,0.0,5,Monday,2014-03,11,False,Overnight,High,False
1440,video,2014-03-10 06:12:00,108,6,2,108,0,0,0,0,0,108,0,116,18.0,0.017241379310344827,100.0,0.0,6,Monday,2014-03,11,False,Morning,Medium,False
1439,video,2014-03-10 08:49:00,922,5,0,922,0,0,0,0,0,922,0,927,184.4,0.0,100.0,0.0,8,Monday,2014-03,11,False,Morning,High,False
1438,video,2014-03-10 08:56:00,1347,13,1,1347,0,0,0,0,0,1347,0,1361,103.61538461538461,0.0007347538574577516,100.0,0.0,8,Monday,2014-03,11,False,Morning,High,True
1437,video,2014-03-10 09:58:00,637,8,1,637,0,0,0,0,0,637,0,646,79.625,0.0015479876160990713,100.0,0.0,9,Monday,2014-03,11,False,Morning,High,False
1436,link,2014-03-10 22:34:00,37,0,0,37,0,0,0,0,0,37,0,37,0.0,0.0,100.0,0.0,22,Monday,2014-03,11,False,Night,Medium,False
1435,video,2014-03-11 05:12:00,722,9,1,722,0,0,0,0,0,722,0,732,80.22222222222223,0.001366120218579235,100.0,0.0,5,Tuesday,2014-03,11,False,Overnight,High,False
1434,video,2014-03-11 23:48:00,767,26,2,767,0,0,0,0,0,767,0,795,29.5,0.0025157232704402514,100.0,0.0,23,Tuesday,2014-03,11,False,Night,High,False
1433,video,2014-03-12 01:09:00,562,5,1,562,0,0,0,0,0,562,0,568,112.4,0.0017605633802816902,100.0,0.0,1,Wednesday,2014-03,11,False,Overnight,High,False
1432,video,2014-03-13 02:20:00,2836,48,7,2836,0,0,0,0,0,2836,0,2891,59.083333333333336,0.002421307506053269,100.0,0.0,2,Thursday,2014-03,11,False,Overnight,High,True
1431,video,2014-03-14 05:59:00,4094,61,6,4094,0,0,0,0,0,4094,0,4161,67.11475409836065,0.0014419610670511895,100.0,0.0,5,Friday,2014-03,11,False,Overnight,High,True
1430,video,2014-03-15 05:40:00,3919,77,12,3919,0,0,0,0,0,3919,0,4008,50.896103896103895,0.0029940119760479044,100.0,0.0,5,Saturday,2014-03,11,True,Overnight,High,True
1429,video,2014-03-15 07:49:00,665,9,1,665,0,0,0,0,0,665,0,675,73.88888888888889,0.0014814814814814814,100.0,0.0,7,Saturday,2014-03,11,True,Morning,High,False
1428,video,2014-03-15 15:12:00,2137,44,3,2137,0,0,0,0,0,2137,0,2184,48.56818181818182,0.0013736263736263737,100.0,0.0,15,Saturday,2014-03,11,True,Afternoon,High,True
1427,video,2014-03-16 01:19:00,2613,50,3,2613,0,0,0,0,0,2613,0,2666,52.26,0.0011252813203300824,100.0,0.0,1,Sunday,2014-03,11,True,Overnight,High,True
1426,video,2014-03-16 09:41:00,273,10,0,273,0,0,0,0,0,273,0,283,27.3,0.0,100.0,0.0,9,Sunday,2014-03,11,True,Morning,High,False
1425,video,2014-03-18 05:19:00,2520,64,33,2520,0,0,0,0,0,2520,0,2617,39.375,0.012609858616736722,100.0,0.0,5,Tuesday,2014-03,12,False,Overnight,High,True
1424,video,2014-03-21 09:38:00,493,14,2,493,0,0,0,0,0,493,0,509,35.214285714285715,0.003929273084479371,100.0,0.0,9,Friday,2014-03,12,False,Morning,High,False
1423,video,2014-03-21 23:26:00,626,9,0,626,0,0,0,0,0,626,0,635,69.55555555555556,0.0,100.0,0.0,23,Friday,2014-03,12,False,Night,High,False
1422,video,2014-03-22 00:54:00,779,9,0,779,0,0,0,0,0,779,0,788,86.55555555555556,0.0,100.0,0.0,0,Saturday,2014-03,12,True,Overnight,High,False
1421,video,2014-03-22 06:38:00,1989,36,5,1989,0,0,0,0,0,1989,0,2030,55.25,0.0024630541871921183,100.0,0.0,6,Saturday,2014-03,12,True,Morning,High,True
1420,video,2014-03-22 08:44:00,1467,107,1,1467,0,0,0,0,0,1467,0,1575,13.710280373831775,0.0006349206349206349,100.0,0.0,8,Saturday,2014-03,12,True,Morning,High,True
1419,video,2014-03-25 12:31:00,1923,234,5,1923,0,0,0,0,0,1923,0,2162,8.217948717948717,0.002312673450508788,100.0,0.0,12,Tuesday,2014-03,13,False,Afternoon,High,True
1418,video,2014-03-27 09:45:00,1325,30,2,1325,0,0,0,0,0,1325,0,1357,44.166666666666664,0.0014738393515106854,100.0,0.0,9,Thursday,2014-03,13,False,Morning,High,True
1417,video,2014-03-28 08:07:00,330,18,0,330,0,0,0,0,0,330,0,348,18.333333333333332,0.0,100.0,0.0,8,Friday,2014-03,13,False,Morning,High,False
1416,video,2014-04-11 01:07:00,972,16,2,972,0,0,0,0,0,972,0,990,60.75,0.00202020202020202,100.0,0.0,1,Friday,2014-04,15,False,Overnight,High,False
1415,video,2014-04-11 06:12:00,332,3,2,332,0,0,0,0,0,332,0,337,110.66666666666667,0.005934718100890208,100.0,0.0,6,Friday,2014-04,15,False,Morning,High,False
1414,video,2014-04-15 17:52:00,1442,48,5,1442,0,0,0,0,0,1442,0,1495,30.041666666666668,0.0033444816053511705,100.0,0.0,17,Tuesday,2014-04,16,False,Evening,High,True
1413,video,2014-04-15 23:55:00,699,10,2,699,0,0,0,0,0,699,0,711,69.9,0.0028129395218002813,100.0,0.0,23,Tuesday,2014-04,16,False,Night,High,False
1412,video,2014-04-17 00:44:00,544,19,0,544,0,0,0,0,0,544,0,563,28.63157894736842,0.0,100.0,0.0,0,Thursday,2014-04,16,False,Overnight,High,False
1411,video,2014-04-18 05:32:00,442,17,11,442,0,0,0,0,0,442,0,470,26.0,0.023404255319148935,100.0,0.0,5,Friday,2014-04,16,False,Overnight,High,False
1410,video,2014-04-20 12:27:00,433,4,0,433,0,0,0,0,0,433,0,437,108.25,0.0,100.0,0.0,12,Sunday,2014-04,16,True,Afternoon,High,False
1409,photo,2014-04-22 05:43:00,537,16,1,537,0,0,0,0,0,537,0,554,33.5625,0.0018050541516245488,100.0,0.0,5,Tuesday,2014-04,17,False,Overnight,High,False
1408,video,2014-04-22 06:10:00,924,22,6,924,0,0,0,0,0,924,0,952,42.0,0.0063025210084033615,100.0,0.0,6,Tuesday,2014-04,17,False,Morning,High,False
1407,video,2014-04-22 13:31:00,322,9,12,322,0,0,0,0,0,322,0,343,35.77777777777778,0.03498542274052478,100.0,0.0,13,Tuesday,2014-04,17,False,Afternoon,High,False
1406,video,2014-04-23 05:10:00,758,24,3,758,0,0,0,0,0,758,0,785,31.583333333333332,0.003821656050955414,100.0,0.0,5,Wednesday,2014-04,17,False,Overnight,High,False
1405,video,2014-04-24 03:14:00,1230,31,2,1230,0,0,0,0,0,1230,0,1263,39.67741935483871,0.001583531274742676,100.0,0.0,3,Thursday,2014-04,17,False,Overnight,High,True
1404,video,2014-04-24 04:58:00,596,17,1,596,0,0,0,0,0,596,0,614,35.05882352941177,0.0016286644951140066,100.0,0.0,4,Thursday,2014-04,17,False,Overnight,High,False
1403,video,2014-04-25 04:36:00,742,10,1,742,0,0,0,0,0,742,0,753,74.2,0.0013280212483399733,100.0,0.0,4,Friday,2014-04,17,False,Overnight,High,False
1402,video,2014-04-25 09:45:00,110,0,1,110,0,0,0,0,0,110,0,111,0.0,0.009009009009009009,100.0,0.0,9,Friday,2014-04,17,False,Morning,Medium,False
1401,video,2014-04-25 22:57:00,572,10,0,572,0,0,0,0,0,572,0,582,57.2,0.0,100.0,0.0,22,Friday,2014-04,17,False,Night,High,False
1400,video,2014-04-25 23:33:00,615,20,4,615,0,0,0,0,0,615,0,639,30.75,0.006259780907668232,100.0,0.0,23,Friday,2014-04,17,False,Night,High,False
1399,video,2014-04-25 23:52:00,306,12,0,306,0,0,0,0,0,306,0,318,25.5,0.0,100.0,0.0,23,Friday,2014-04,17,False,Night,High,False
1398,video,2014-04-26 00:00:00,525,14,1,525,0,0,0,0,0,525,0,540,37.5,0.001851851851851852,100.0,0.0,0,Saturday,2014-04,17,True,Overnight,High,False
1397,video,2014-04-26 01:14:00,359,6,0,359,0,0,0,0,0,359,0,365,59.833333333333336,0.0,100.0,0.0,1,Saturday,2014-04,17,True,Overnight,High,False
1396,photo,2014-04-26 08:55:00,188,8,0,188,0,0,0,0,0,188,0,196,23.5,0.0,100.0,0.0,8,Saturday,2014-04,17,True,Morning,Medium,False
1395,video,2014-04-26 23:32:00,507,15,0,507,0,0,0,0,0,507,0,522,33.8,0.0,100.0,0.0,23,Saturday,2014-04,17,True,Night,High,False
1394,video,2014-04-27 13:08:00,329,10,1,329,0,0,0,0,0,329,0,340,32.9,0.0029411764705882353,100.0,0.0,13,Sunday,2014-04,17,True,Afternoon,High,False
1393,video,2014-04-27 14:40:00,406,18,8,406,0,0,0,0,0,406,0,432,22.555555555555557,0.018518518518518517,100.0,0.0,14,Sunday,2014-04,17,True,Afternoon,High,False
1392,video,2014-04-28 05:44:00,893,23,2,893,0,0,0,0,0,893,0,918,38.82608695652174,0.002178649237472767,100.0,0.0,5,Monday,2014-04,18,False,Overnight,High,False
1391,video,2014-04-29 09:26:00,187,12,1,187,0,0,0,0,0,187,0,200,15.583333333333334,0.005,100.0,0.0,9,Tuesday,2014-04,18,False,Morning,Medium,False
1390,video,2014-04-30 00:58:00,644,30,0,644,0,0,0,0,0,644,0,674,21.466666666666665,0.0,100.0,0.0,0,Wednesday,2014-04,18,False,Overnight,High,False
1389,video,2014-05-01 10:44:00,489,13,1,489,0,0,0,0,0,489,0,503,37.61538461538461,0.0019880715705765406,100.0,0.0,10,Thursday,2014-05,18,False,Morning,High,False
1388,photo,2014-05-01 22:23:00,14,1,0,14,0,0,0,0,0,14,0,15,14.0,0.0,100.0,0.0,22,Thursday,2014-05,18,False,Night,Low,False
1387,video,2014-05-04 01:20:00,641,14,2,641,0,0,0,0,0,641,0,657,45.785714285714285,0.0030441400304414,100.0,0.0,1,Sunday,2014-05,18,True,Overnight,High,False
1386,photo,2014-05-05 01:05:00,156,0,0,156,0,0,0,0,0,156,0,156,0.0,0.0,100.0,0.0,1,Monday,2014-05,19,False,Overnight,Medium,False
1385,video,2014-05-06 05:30:00,548,36,5,548,0,0,0,0,0,548,0,589,15.222222222222221,0.008488964346349746,100.0,0.0,5,Tuesday,2014-05,19,False,Overnight,High,False
1384,video,2014-05-06 11:40:00,406,3,2,406,0,0,0,0,0,406,0,411,135.33333333333334,0.004866180048661801,100.0,0.0,11,Tuesday,2014-05,19,False,Morning,High,False
1383,video,2014-05-08 04:44:00,748,40,4,748,0,0,0,0,0,748,0,792,18.7,0.005050505050505051,100.0,0.0,4,Thursday,2014-05,19,False,Overnight,High,False
1382,video,2014-05-08 10:20:00,227,11,7,227,0,0,0,0,0,227,0,245,20.636363636363637,0.02857142857142857,100.0,0.0,10,Thursday,2014-05,19,False,Morning,High,False
1381,video,2014-05-08 10:22:00,156,7,0,156,0,0,0,0,0,156,0,163,22.285714285714285,0.0,100.0,0.0,10,Thursday,2014-05,19,False,Morning,Medium,False
1380,video,2014-05-19 10:38:00,345,7,1,345,0,0,0,0,0,345,0,353,49.285714285714285,0.0028328611898017,100.0,0.0,10,Monday,2014-05,21,False,Morning,High,False
1379,video,2014-05-20 23:19:00,600,13,0,600,0,0,0,0,0,600,0,613,46.15384615384615,0.0,100.0,0.0,23,Tuesday,2014-05,21,False,Night,High,False
1378,video,2014-05-20 23:20:00,457,6,0,457,0,0,0,0,0,457,0,463,76.16666666666667,0.0,100.0,0.0,23,Tuesday,2014-05,21,False,Night,High,False
1377,video,2014-05-22 06:07:00,452,5,0,452,0,0,0,0,0,452,0,457,90.4,0.0,100.0,0.0,6,Thursday,2014-05,21,False,Morning,High,False
1376,video,2014-05-22 07:51:00,616,7,0,616,0,0,0,0,0,616,0,623,88.0,0.0,100.0,0.0,7,Thursday,2014-05,21,False,Morning,High,False
1375,video,2014-05-22 09:35:00,404,6,7,404,0,0,0,0,0,404,0,417,67.33333333333333,0.016786570743405275,100.0,0.0,9,Thursday,2014-05,21,False,Morning,High,False
1374,video,2014-05-23 03:37:00,433,7,0,433,0,0,0,0,0,433,0,440,61.857142857142854,0.0,100.0,0.0,3,Friday,2014-05,21,False,Overnight,High,False
1373,video,2014-05-24 06:28:00,148,6,0,148,0,0,0,0,0,148,0,154,24.666666666666668,0.0,100.0,0.0,6,Saturday,2014-05,21,True,Morning,Medium,False
1372,video,2014-05-24 06:46:00,653,19,3,653,0,0,0,0,0,653,0,675,34.36842105263158,0.0044444444444444444,100.0,0.0,6,Saturday,2014-05,21,True,Morning,High,False
1371,video,2014-05-24 06:47:00,1013,24,0,1013,0,0,0,0,0,1013,0,1037,42.208333333333336,0.0,100.0,0.0,6,Saturday,2014-05,21,True,Morning,High,True
1370,video,2014-05-25 07:12:00,432,5,0,432,0,0,0,0,0,432,0,437,86.4,0.0,100.0,0.0,7,Sunday,2014-05,21,True,Morning,High,False
1369,photo,2014-05-25 22:03:00,272,3,0,272,0,0,0,0,0,272,0,275,90.66666666666667,0.0,100.0,0.0,22,Sunday,2014-05,21,True,Night,High,False
1368,video,2014-05-27 23:41:00,463,14,0,463,0,0,0,0,0,463,0,477,33.07142857142857,0.0,100.0,0.0,23,Tuesday,2014-05,22,False,Night,High,False
1367,video,2014-05-28 07:01:00,543,17,11,543,0,0,0,0,0,543,0,571,31.941176470588236,0.01926444833625219,100.0,0.0,7,Wednesday,2014-05,22,False,Morning,High,False
